7.679172850372646408e-01	3.954311706261925963e-03	9.336614596362666739e-04	6.127557615288260068e-03	3.748807501119753600e-03	7.285211340877346085e-04	9.804637426375535300e-03	1.612472191797762345e-03	2.056692217972681726e-03	3.475274594868012906e-03	3.167322334281472921e-03	4.773591990248749091e-03	1.280343183861996220e-02	8.923946276746058670e-03	4.882150789457554048e-03	9.547883022386448662e-03	2.459625948139375178e-03	5.018644125506635306e-04	1.649633031212188175e-03	1.244401594380983465e-03	1.676295776878112750e-02	9.905319252083230261e-03	2.541400556660254866e-03	6.079271588477035138e-04	8.996170218479329845e-04	1.147032094432610906e-03	1.647121267056558813e-03	6.227091270974303896e-04	1.944584278699433609e-03	6.990232060322577531e-03	2.661541891986684942e-03	1.274840707211628409e-03	4.401966898052827627e-03	3.164400818237755268e-03	2.203392105440924245e-02	9.506844993083348599e-03	6.322985235575833730e-03	1.378503944949487038e-03	7.804044073532047203e-04	1.646479366993273269e-02	1.954098500332242683e-03	6.097949384542527239e-03	1.934142492408336134e-03	4.802565803883092864e-03	9.484938642304104484e-04	1.291619836629887864e-02	1.749600106163364801e-03	4.639672038589008791e-03	2.319821047319316557e-03	1.265282066915700146e-03
6.769527637350645222e-01	1.351346167754356861e-03	1.354337745993309389e-02	2.074993827957222984e-03	5.967076908591970735e-03	5.442215697063287547e-03	3.503928833990723173e-03	3.674258289461118827e-03	3.089207624174392357e-03	4.534454288718258765e-03	3.714782490156922994e-04	9.226551439928121212e-03	3.793952541863449685e-03	3.569877903471084784e-03	9.011942717587817508e-03	2.030467698800302555e-03	2.846197994718527562e-03	1.903040852001695264e-03	1.328470854739076563e-02	1.661071532212997056e-03	6.724330735314754115e-03	2.759098437666894672e-03	3.440694967226307945e-03	8.494232642233310151e-04	4.998018470183134693e-02	2.643350425274861373e-03	6.590835762647346066e-03	3.705694725153998309e-03	7.248775474780447432e-03	8.629184690743092962e-04	2.642920452396175200e-03	4.815867508939745099e-03	1.455994869142634290e-02	4.912717287767428415e-03	3.133390925038163910e-03	1.407833966147114223e-02	2.623473958603941315e-03	1.101313782040334172e-02	1.429397558960138204e-02	7.379350958323880119e-03	1.519243160144394603e-02	1.202420234632677054e-02	5.324219300209992976e-03	2.549568917113019095e-03	4.821543369659672847e-03	3.226418690434839504e-03	7.465579229380704500e-03	6.965316591617716230e-04	9.609257803150575081e-03	6.998904956254140344e-03
7.713846773810406621e-01	6.530900890186400361e-03	8.644687098880219842e-03	8.796183021702208994e-04	2.016564989687766839e-03	5.398847478644106142e-03	3.055418030775629398e-05	6.449994379122307893e-03	7.846089344106008763e-04	5.115269490381922114e-03	2.818005435421105584e-03	1.542696089161061865e-03	2.416906910932961790e-03	1.228793933997059107e-03	3.467377249124655152e-03	5.762113475268866927e-03	5.697028133859209122e-03	2.327289315158360961e-03	3.628120257424343863e-03	1.454786699842537320e-02	2.094996882695854355e-03	3.075205595482841548e-03	1.797033594363352336e-03	4.565275685289034544e-04	1.098935748855089478e-04	6.087859379436511877e-03	4.148884240622108428e-03	1.394360316532553944e-03	3.916522161914549015e-03	1.587162931674800798e-02	1.354024449976258190e-02	5.626735693961618968e-03	1.431443344897028814e-03	1.130267758579652339e-03	2.863378141028822274e-04	2.247078615272196048e-03	3.009587463053729674e-03	4.349663646922483605e-03	6.312466145168847730e-04	5.859734685307868736e-03	1.842151576591065246e-03	3.971877345670862987e-03	7.198161750796875855e-03	4.020286141843082937e-03	5.750886721142932020e-03	1.457420129575682545e-02	6.618901440118324549e-03	2.277003159274770469e-02	2.562429173250311415e-03	2.953899270889911912e-03
6.147767988817848250e-01	5.310019919421685511e-03	4.307925507968515984e-03	1.426942354686249088e-02	2.163828590446208872e-03	1.246377029234892620e-03	9.387023533933657252e-03	7.087963760843652046e-03	2.728454281952384999e-02	2.436664111083064032e-03	2.286382991999376738e-03	3.765063394946874167e-03	8.034944763577529792e-03	2.481479582414757024e-03	1.755855309877833855e-03	1.953357139424953971e-03	1.181004316394085665e-02	3.992951879480407563e-03	1.373964147099632563e-02	7.536044861987730749e-03	8.951266192719955703e-03	1.355970455890408675e-02	2.773108995794632773e-03	5.342789123415593415e-03	3.346592308744944511e-02	1.717589937054136810e-03	5.345232885796323552e-02	2.287565668273211159e-03	4.229341970851138374e-03	4.387079745562409228e-04	2.557509042395639861e-03	2.049460498898853650e-02	7.479513819648319836e-03	9.298707674601636511e-03	2.377375722918583217e-03	2.629331587367389478e-03	5.945129275600328535e-03	7.275232797462423320e-04	4.675869022903311224e-03	8.948977436783063164e-03	2.571919349420987138e-03	6.157077735891275383e-03	1.422349379946704576e-03	2.576039408883882935e-03	6.650504641249502073e-03	8.949985030219030982e-03	1.631673628859276219e-03	5.905852749727175804e-03	2.369759946718544633e-02	3.457798130932632566e-03
6.558422509651193888e-01	5.208814578162464064e-03	6.867235579639746103e-03	1.733079687099397777e-03	3.532949000803108953e-03	3.609027154348391601e-03	5.496067947416166666e-03	4.107667944405909988e-03	5.150757516687049647e-03	3.521292760044608498e-03	1.332865328399513013e-03	4.448495343960144556e-04	1.528122037070348558e-03	8.271994816463875203e-03	1.735312079736100327e-02	6.904816337064881683e-04	5.039887839994177353e-03	7.947988309998245404e-03	2.850782530094338272e-03	5.794287501676338454e-04	9.089048858277361254e-03	6.574753655854532162e-03	3.654376148293809502e-03	1.084121106932262393e-02	3.551155695705605062e-04	1.306322289317910813e-02	2.457601668976783487e-03	1.563310371247612993e-03	2.585586661211380314e-03	3.726137439758110161e-03	9.006744944303450226e-03	7.366371143074003369e-02	5.762447552998367986e-03	1.135840779921514637e-02	9.898247759389364533e-03	6.351250448328230568e-03	4.510648973738819525e-03	1.820687000624220814e-03	1.275002449560345887e-03	8.317086185167304677e-03	2.566553531713638894e-03	6.387511763270460087e-03	2.234837657976575936e-03	6.615841924494999561e-03	3.021283165850743337e-03	2.960749173641534244e-03	1.320577501522339145e-02	1.226528776133277258e-02	9.827039726886734050e-03	1.393185668847396301e-02
4.091305242430171019e-01	2.417581648323272481e-03	2.524124456373775995e-03	1.259158728293147123e-02	3.126997843679014261e-02	1.946435192581862789e-02	5.977520965722577483e-03	2.858109331371659276e-02	3.169916640139593296e-03	7.710635829500643058e-03	2.985259258110603553e-02	3.519340235067102210e-03	2.593620291851183451e-03	5.153459133129571594e-03	8.193435040822902781e-04	4.841037589427967663e-03	7.880685301892013245e-03	4.174895715217441516e-02	1.275231931812764036e-02	6.739492369810255040e-03	2.411679294270646385e-04	3.115778276463736056e-03	1.339660106935619543e-02	9.929873108115175318e-03	8.838396971900841503e-02	1.684414643177947497e-03	9.115613138215386893e-03	4.518026462569060819e-03	3.575060318141925261e-03	6.263833938334698037e-03	2.835992211812155342e-02	3.938352924626530721e-03	3.202744965021523532e-02	8.154804315528875469e-03	7.071980528194685318e-03	1.180975624134553668e-02	4.346644180613189537e-03	1.040435342134816629e-02	1.568001538168856471e-02	4.326452304732476828e-03	3.149858568934355528e-03	5.780219640753688458e-03	3.799950082375729010e-02	5.306752844884417286e-03	8.865818127306404270e-03	9.413787401971143720e-03	1.049368103738956316e-02	4.798947332570396157e-03	1.407004418947065951e-03	7.702197915258609390e-03
3.771992167331522650e-01	3.763033471121754719e-03	6.167113471840700301e-03	9.724649505448884276e-03	2.602113540866879578e-03	7.713967838864522510e-03	4.166726450357535055e-02	3.195679645727805742e-03	2.084630582639076385e-03	2.612259788462910348e-02	1.147631890379070038e-03	1.032934238638172353e-02	6.866185323977951581e-03	6.007163732075194128e-03	4.508705019597396974e-02	1.237721235065966652e-02	3.205403331272126122e-02	2.700455862186231307e-03	1.530050532148056856e-02	5.464225469986590950e-03	3.886888823855247279e-03	4.255973363230299011e-02	8.898393295880647341e-03	3.407387325370565129e-03	2.427645070744843467e-02	7.700219035342744690e-03	1.160396303290577545e-02	3.908556488290197001e-02	9.169795915587910726e-03	4.695205047791635444e-02	1.317253553455771491e-02	4.393106833122832795e-03	1.138505682368216778e-03	2.787171976529684552e-03	1.758733664909570499e-03	5.278491172887840935e-03	9.611445920673658549e-03	6.613357317630184570e-03	1.388096949625868513e-02	3.269622081358020127e-02	4.241987383602547311e-03	2.174934606008243482e-03	6.881192998813163639e-03	5.368073319826405058e-03	5.356760909007969064e-03	1.014564041868365810e-02	1.371118341213863577e-02	8.647589863106002264e-04	9.433881783177241673e-03	3.537652761671161022e-02
7.030558260214976318e-01	3.556839229149733484e-03	5.905230877298752769e-03	3.832273218698648357e-03	8.768790356539482231e-03	2.248892640551637939e-03	1.558358970758475914e-03	1.582612188272185553e-03	1.553739090844658780e-03	4.543955985177689991e-03	3.999552678567143416e-03	7.781568098393089675e-03	6.098591969622512050e-03	4.292548580389890858e-03	4.855437797247993850e-04	2.562381624922894759e-04	2.604715040986014130e-03	1.228899857272952763e-02	1.162317932516226298e-03	4.168931059685215823e-03	6.003338019148506989e-03	3.442629709971996559e-03	1.940787748801191866e-03	1.581289415350004002e-03	5.120918506073466464e-03	1.528788689105544177e-02	7.869121259038913338e-03	8.686852323767216277e-03	6.835281824752507084e-03	2.224570783117482253e-03	1.954695206928344902e-03	1.273194785759806892e-03	6.808716884996116568e-03	1.231113213908931409e-03	3.324991015156566771e-03	1.155230205551266778e-02	3.150619333964782380e-03	1.198411798283691848e-02	3.285125444745974621e-02	2.636730688498531081e-03	6.409452907520420302e-03	1.332881552442358175e-02	2.021667341193661774e-02	8.891628140403094044e-03	1.015785018465757738e-03	2.973858690166608556e-03	5.286692812122862836e-03	1.069890328804867612e-02	1.467803374347490496e-02	9.942199134427179112e-04
4.103258127063472149e-01	4.611620705042352060e-03	2.850774772302764205e-03	4.689055348030607417e-02	1.152985987130147535e-02	4.968996338882039447e-03	6.778046558986830158e-03	4.987252198012341077e-03	3.360950208385347221e-02	3.693694200483315249e-03	3.916234017711816423e-02	6.588639395240515964e-03	3.296742104367739786e-03	1.838115952958389865e-02	3.077944139448998348e-03	1.345298652090271083e-03	2.600786880771834009e-02	3.894348522193052855e-03	1.064003306371145638e-02	7.814261824648491284e-03	1.313754085594853391e-02	4.607894442511734252e-03	2.583415734839998243e-03	6.906781620987182541e-03	2.023166202584874077e-02	4.375392340384434697e-02	7.660450549096697870e-03	6.693786403735942428e-03	6.347788851318416845e-03	1.625830696340629239e-03	4.804755221905835684e-03	1.946525236308995974e-02	1.204874400284693288e-02	9.101423163345721042e-04	2.573894947336150246e-03	2.885716534765572772e-02	2.677020500455796603e-03	1.100179427029344091e-02	2.736230404435359767e-02	8.194144125837457202e-03	2.791574202915928296e-02	1.202284946092460442e-02	1.243102356020086251e-02	1.406448168533527441e-03	1.768149612706529502e-03	7.562314356096416779e-03	2.048635985732629936e-02	3.323882147819213367e-04	1.293634297658033741e-02	2.123934090746935205e-02
7.667608555634239931e-01	6.518249161067603097e-03	1.083495782029546880e-03	1.356374131041604772e-02	2.046942088736248763e-03	1.467360425922752598e-03	3.877510916306107190e-03	3.430119499115660830e-03	1.911830553424807497e-02	3.971573287685301740e-03	1.259700706504548844e-02	1.738112753020420662e-02	3.039743232893006228e-03	8.317019381383706014e-03	8.266255937747307020e-03	4.048981814134527263e-04	5.623457656001400878e-03	2.749101334941602554e-03	6.176904552626977588e-03	5.158417282659628553e-03	7.135941951800427348e-03	9.125073782375890457e-04	2.228747787335900576e-03	2.995521935232841378e-03	1.290387266766787741e-03	9.528383676386685888e-03	6.365335823689989223e-03	1.077854777885788170e-03	2.816747498994105238e-03	1.860226340382769477e-03	3.941365929568224971e-03	1.983871149369670177e-03	5.559442531014958076e-03	1.630683139492864267e-04	8.384294593362239152e-04	2.663801767979525389e-03	9.194560659441375697e-03	2.400477282061133383e-03	2.683183239174758133e-03	9.675765993013649841e-03	3.039463499976543300e-03	3.126941407898747166e-03	2.483655630875251756e-03	6.487746423789811367e-03	7.593411390908734416e-04	2.252249648305544669e-03	4.554238692153813814e-03	3.855949831748148662e-03	5.439563568956309707e-03	1.133143671714904053e-03
